Age	M	L	S
0	33.8787	1	0.03496
0.25	39.5328	1	0.0314
0.5	42.1995	1	0.03087
0.75	43.83	1	0.03053
1	44.8965	1	0.03027
1.5	46.2424	1	0.02987
2	47.1822	1	0.02957
3	48.5099	1	0.02912
4	49.3321	1	0.02878
5	49.9229	1	0.0285
6	50.6	1	0.028
